id_str,coor_lat,coor_long,coorpt,created,created_secs,geo_lat,geo_long,geo_type,bbox,bbox_type,bbox_lat1,bbox_long1,bbox_lat2,bbox_long2,bbox_full_name,bbox_city,bbox_state,bbox_name,bbox_place_type,timestamp_ms,user_geo_able,user_id,user_location
593842167086473216,None,None,None,Thu Apr 30 18:19:40 +0000 2015,1430435980.0,None,None,Point,"[[[-76.6329118, 39.048268], [-76.6329118, 39.126045], [-76.515077, 39.126045], [-76.515077, 39.048268]]]",Polygon,39.048268,-76.6329118,39.126045,-76.515077,"Severna Park, MD",Severna Park,MD,Severna Park,city,1430417980344,True,326880146,
593842172169986048,None,None,None,Thu Apr 30 18:19:41 +0000 2015,1430435981.0,None,None,Point,"[[[-79.487651, 37.886607], [-79.487651, 39.723622], [-74.986286, 39.723622], [-74.986286, 37.886607]]]",Polygon,37.886607,-79.487651,39.723622,-74.986286,"Maryland, USA",None,Maryland,Maryland,admin,1430417981556,True,629831890,rising sun
593842174858518528,38.884675,-76.997081,Point,Thu Apr 30 18:19:42 +0000 2015,1430435982.0,38.884675,-76.997081,Point,"[[[-77.119401, 38.801826], [-77.119401, 38.9953797], [-76.909396, 38.9953797], [-76.909396, 38.801826]]]",Polygon,38.801826,-77.119401,38.9953797,-76.909396,"Washington, DC",Washington,DC,Washington,city,1430417982197,True,40878522,"Washington, DC"
593842175974182912,None,None,None,Thu Apr 30 18:19:42 +0000 2015,1430435982.0,None,None,Point,"[[[-77.478773, 38.753457], [-77.478773, 38.788313], [-77.421716, 38.788313], [-77.421716, 38.753457]]]",Polygon,38.753457,-77.478773,38.788313,-77.421716,"Manassas Park, VA",Manassas Park,VA,Manassas Park,city,1430417982463,True,762904147,va
593842177257660417,39.208332,-75.580068,Point,Thu Apr 30 18:19:42 +0000 2015,1430435982.0,39.208332,-75.580068,Point,"[[[-75.788758, 38.451038], [-75.788758, 39.839007], [-74.984165, 39.839007], [-74.984165, 38.451038]]]",Polygon,38.451038,-75.788758,39.839007,-74.984165,"Delaware, USA",None,Delaware,Delaware,admin,1430417982769,True,1368167784,
593842177098326016,None,None,None,Thu Apr 30 18:19:42 +0000 2015,1430435982.0,None,None,Point,"[[[-76.889372, 39.076292], [-76.889372, 39.115394], [-76.827105, 39.115394], [-76.827105, 39.076292]]]",Polygon,39.076292,-76.889372,39.115394,-76.827105,"Laurel, MD",Laurel,MD,Laurel,city,1430417982731,True,3031666202,
593842178994077696,None,None,None,Thu Apr 30 18:19:43 +0000 2015,1430435983.0,None,None,Point,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",Polygon,36.540739,-83.67529,39.466012,-75.16644,"Virginia, USA",None,Virginia,Virginia,admin,1430417983183,True,2965378961,
593842180097187840,36.755679,-76.24568,Point,Thu Apr 30 18:19:43 +0000 2015,1430435983.0,36.755679,-76.24568,Point,"[[[-76.448383, 36.66], [-76.448383, 36.866431], [-76.143408, 36.866431], [-76.143408, 36.66]]]",Polygon,36.66,-76.448383,36.866431,-76.143408,"Chesapeake, VA",Chesapeake,VA,Chesapeake,city,1430417983446,True,229751276,Wherever United Flies ✈✈✈
593842181636489216,None,None,None,Thu Apr 30 18:19:43 +0000 2015,1430435983.0,None,None,Point,"[[[-77.44753, 37.171162], [-77.44753, 37.244906], [-77.336123, 37.244906], [-77.336123, 37.171162]]]",Polygon,37.171162,-77.44753,37.244906,-77.336123,"Petersburg, VA",Petersburg,VA,Petersburg,city,1430417983813,True,418391756,
593842182664093696,None,None,None,Thu Apr 30 18:19:44 +0000 2015,1430435984.0,None,None,Point,"[[[-77.119401, 38.801826], [-77.119401, 38.9953797], [-76.909396, 38.9953797], [-76.909396, 38.801826]]]",Polygon,38.801826,-77.119401,38.9953797,-76.909396,"Washington, DC",Washington,DC,Washington,city,1430417984058,True,2442887570,"DC and Palo Alto, one day NYC "
