id_str,coor_lat,coor_long,coorpt,created,created_secs,geo_lat,geo_long,geo_type,bbox,bbox_type,bbox_lat1,bbox_long1,bbox_lat2,bbox_long2,bbox_full_name,bbox_city,bbox_state,bbox_name,bbox_place_type,timestamp_ms,user_geo_able,user_id,user_location
594291806633877506,35.455722,-77.534335,Point,Sat May 02 00:06:22 +0000 2015,1430543182.0,35.455722,-77.534335,Point,"[[[-84.32187, 33.752879], [-84.32187, 36.588118], [-75.40012, 36.588118], [-75.40012, 33.752879]]]",Polygon,33.752879,-84.32187,36.588118,-75.40012,"North Carolina, USA",None,North Carolina,North Carolina,admin,1430525182766,True,29230232,"Greenville, North Carolina"
594291808357752832,None,None,None,Sat May 02 00:06:23 +0000 2015,1430543183.0,None,None,Point,"[[[-76.22808, 36.672684], [-76.22808, 36.932399], [-75.9118121, 36.932399], [-75.9118121, 36.672684]]]",Polygon,36.672684,-76.22808,36.932399,-75.9118121,"Virginia Beach, VA",Virginia Beach,VA,Virginia Beach,city,1430525183177,True,1590125065,
594291808630403072,None,None,None,Sat May 02 00:06:23 +0000 2015,1430543183.0,None,None,Point,"[[[-80.519851, 39.719801], [-80.519851, 42.516072], [-74.689517, 42.516072], [-74.689517, 39.719801]]]",Polygon,39.719801,-80.519851,42.516072,-74.689517,"Pennsylvania, USA",None,Pennsylvania,Pennsylvania,admin,1430525183242,True,348828180,"annapolis, maryland •410"
594291809217556480,None,None,None,Sat May 02 00:06:23 +0000 2015,1430543183.0,None,None,Point,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",Polygon,36.540739,-83.67529,39.466012,-75.16644,"Virginia, USA",None,Virginia,Virginia,admin,1430525183382,True,2525901737,"6/12+dillon,bryant, justin 1/6"
594291809628639232,38.888135,-76.950279,Point,Sat May 02 00:06:23 +0000 2015,1430543183.0,38.888135,-76.950279,Point,"[[[-77.119401, 38.801826], [-77.119401, 38.9953797], [-76.909396, 38.9953797], [-76.909396, 38.801826]]]",Polygon,38.801826,-77.119401,38.9953797,-76.909396,"Washington, DC",Washington,DC,Washington,city,1430525183480,True,2259518907,ωιтн уσυя вιт¢н !
594291810912083969,None,None,None,Sat May 02 00:06:23 +0000 2015,1430543183.0,None,None,Point,"[[[-76.413237, 37.100098], [-76.413237, 37.160333], [-76.33327, 37.160333], [-76.33327, 37.100098]]]",Polygon,37.100098,-76.413237,37.160333,-76.33327,"Poquoson, VA",Poquoson,VA,Poquoson,city,1430525183786,True,432902227,"Bull Island, Virginia "
594291813411852288,None,None,None,Sat May 02 00:06:24 +0000 2015,1430543184.0,None,None,Point,"[[[-79.487651, 37.886607], [-79.487651, 39.723622], [-74.986286, 39.723622], [-74.986286, 37.886607]]]",Polygon,37.886607,-79.487651,39.723622,-74.986286,"Maryland, USA",None,Maryland,Maryland,admin,1430525184382,True,18736610,"Potomac, Maryland"
594291813806166016,37.867825,-77.871534,Point,Sat May 02 00:06:24 +0000 2015,1430543184.0,37.867825,-77.871534,Point,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",Polygon,36.540739,-83.67529,39.466012,-75.16644,"Virginia, USA",None,Virginia,Virginia,admin,1430525184476,True,587154240,"Raleigh, NC"
594291817098674176,None,None,None,Sat May 02 00:06:25 +0000 2015,1430543185.0,None,None,Point,"[[[-75.168425, 39.679348], [-75.168425, 39.73751], [-75.081224, 39.73751], [-75.081224, 39.679348]]]",Polygon,39.679348,-75.168425,39.73751,-75.081224,"Glassboro, NJ",Glassboro,NJ,Glassboro,city,1430525185261,True,28178355,NJ  • Down in Wonderland 
594291817442627584,None,None,None,Sat May 02 00:06:25 +0000 2015,1430543185.0,None,None,Point,"[[[-76.932037, 38.895192], [-76.932037, 38.915257], [-76.910351, 38.915257], [-76.910351, 38.895192]]]",Polygon,38.895192,-76.932037,38.915257,-76.910351,"Fairmount Heights, MD",Fairmount Heights,MD,Fairmount Heights,city,1430525185343,True,2496300797,
594291821016133632,None,None,None,Sat May 02 00:06:26 +0000 2015,1430543186.0,None,None,Point,"[[[-78.832221, 39.599954], [-78.832221, 39.6416398], [-78.7935098, 39.6416398], [-78.7935098, 39.599954]]]",Polygon,39.599954,-78.832221,39.6416398,-78.7935098,"Bowling Green, MD",Bowling Green,MD,Bowling Green,city,1430525186195,True,383844282,"Cumberland, MD"
594291825390792705,None,None,None,Sat May 02 00:06:27 +0000 2015,1430543187.0,None,None,Point,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",Polygon,36.540739,-83.67529,39.466012,-75.16644,"Virginia, USA",None,Virginia,Virginia,admin,1430525187238,True,2676944381,Fluvanna
594291827102117888,None,None,None,Sat May 02 00:06:27 +0000 2015,1430543187.0,None,None,Point,"[[[-77.119401, 38.801826], [-77.119401, 38.9953797], [-76.909396, 38.9953797], [-76.909396, 38.801826]]]",Polygon,38.801826,-77.119401,38.9953797,-76.909396,"Washington, DC",Washington,DC,Washington,city,1430525187646,True,342104092,
594291829408935936,None,None,None,Sat May 02 00:06:28 +0000 2015,1430543188.0,None,None,Point,"[[[-79.487651, 37.886607], [-79.487651, 39.723622], [-74.986286, 39.723622], [-74.986286, 37.886607]]]",Polygon,37.886607,-79.487651,39.723622,-74.986286,"Maryland, USA",None,Maryland,Maryland,admin,1430525188196,True,2344112475,
594291829551411201,None,None,None,Sat May 02 00:06:28 +0000 2015,1430543188.0,None,None,Point,"[[[-77.252801, 39.102707], [-77.252801, 39.169487], [-77.1630643, 39.169487], [-77.1630643, 39.102707]]]",Polygon,39.102707,-77.252801,39.169487,-77.1630643,"Gaithersburg, MD",Gaithersburg,MD,Gaithersburg,city,1430525188230,True,2996433127,
594291831350960130,None,None,None,Sat May 02 00:06:28 +0000 2015,1430543188.0,None,None,Point,"[[[-76.711517, 39.197211], [-76.711517, 39.372215], [-76.529388, 39.372215], [-76.529388, 39.197211]]]",Polygon,39.197211,-76.711517,39.372215,-76.529388,"Baltimore, MD",Baltimore,MD,Baltimore,city,1430525188659,True,2760099339,Baltimore
